,Nose,Right Eye,Left Eye,Right Ear,Left Ear,Right Shoulder,Left Shoulder,Right Elbow,Left Elbow,Right Wrist,Left Wrist,Right Hip,Left Hip,Right Knee,Left Knee,Right Ankle,Left Ankle,exercise,File Path,FolderID,Frame Number
1795,"119.2680797057393,108.45409776264592","117.3612749270428,105.7336378283074","122.33838460603113,107.01636977140078","108.92883633268482,106.47693488570039","122.03764895428016,107.8691938229572","112.06947653210116,124.56294078307393","116.12672513375486,124.16721637889106","115.77835451118678,155.15892509727627","116.73795446254864,147.97045233463035","123.68318336575875,163.42871473735408","122.81345756322958,161.67068944552528","106.13512281128405,169.1656432392996","108.34182727383269,167.35940539883268","122.21152267752919,186.03983767023345","121.08127887889106,189.96420537451363","110.29065083900778,221.01668895914398","111.74420902237354,221.1554596303502",Squat,..\Python\dataset\Squat\How To Squat Properly featuring Mike Boyle.mp4_0_flipped\0_49.jpg,datasetSquatHow To Squat Properly featuring Mike Boyle.mp4_0_flipped,0
1794,"120.36088734192607,111.38287329766537","117.81766020184826,108.82648346303502","122.71006353356032,109.10765746595331","114.98037755350195,112.46064111138132","123.78770975194553,110.23004316634241","109.55906493190662,127.87752310311284","116.6980863934825,127.02209995136187","114.83472914640078,158.61744589007782","118.3992050705253,151.30058365758754","115.74205830496109,168.6077182636187","122.58953216196498,164.48607733463035","104.35319643725681,169.98431420233464","109.68659563472762,167.88805629863813","125.4388223492218,190.29868373054475","122.39222853842412,190.27495744163426","109.31737901264592,220.42196619649806","112.47688168774319,220.69137585116732",Squat,..\Python\dataset\Squat\How To Squat Properly featuring Mike Boyle.mp4_0_flipped\1_55.jpg,datasetSquatHow To Squat Properly featuring Mike Boyle.mp4_0_flipped,1
1803,"119.53283833900778,111.45859678988327","117.34956377675097,108.84146248784047","121.12182332198444,108.6719813959144","114.08475954523347,112.73993798638132","123.4407754742218,110.61448200389106","109.74243829036965,127.3863767631323","116.52096759484436,126.64834630350195","115.5236502918288,158.87974221789884","117.86119133025292,152.41663120136187","114.32383116488327,169.81797178988327","121.97852322470817,161.60391840953307","104.8308988934825,169.99402662937743","109.19349616974708,167.8793318336576","125.68498449659533,188.82610347762648","122.505281797179,188.7914640077821","109.07529030885215,220.36524197470817","112.09460116731518,220.69649805447472",Squat,..\Python\dataset\Squat\How To Squat Properly featuring Mike Boyle.mp4_0_flipped\2_61.jpg,datasetSquatHow To Squat Properly featuring Mike Boyle.mp4_0_flipped,2
1793,"118.82774501459144,110.81832897616732","116.852672057393,108.48787086575875","119.61006657344358,108.86304565904669","113.28426708414398,113.5848811405642","122.80047726167315,110.70522251945525","109.11884423638132,128.760563594358","117.30078125,127.91562803988327","115.95008511673151,162.7399987840467","118.28028483706225,157.74810007295721","123.15834751945525,165.71510214007782","122.0625531979572,159.89345209143968","104.34059612110894,171.95963035019454","108.09519394455253,169.70006991731518","126.71907678745136,188.85180569066148","123.14181815418289,188.47031553988327","108.92892752918289,220.5887949902724","111.81889135457199,220.68350255350194",Squat,..\Python\dataset\Squat\How To Squat Properly featuring Mike Boyle.mp4_0_flipped\3_67.jpg,datasetSquatHow To Squat Properly featuring Mike Boyle.mp4_0_flipped,3
1797,"119.069202942607,111.04193518968872","116.90877310311284,108.58379438229572","120.25618616245136,109.08026811770428","113.50122355301556,112.90114299610894","124.0690737475681,111.14956985651752","108.88820069309338,129.59949537937743","118.30486989299611,127.0755410992218","115.83121808122569,162.71330860894943","118.41082502431907,157.60537755350194","117.47959478356032,170.72394820038912","122.91622081712062,163.70049550097278","104.6695266901751,172.4351744892996","107.79696619649806,169.9858493433852","128.00677893968873,189.93181541828795","123.53630380593385,189.5465558122568","109.0037998540856,221.0217199659533","111.2858174246109,220.86743069066148",Squat,..\Python\dataset\Squat\How To Squat Properly featuring Mike Boyle.mp4_0_flipped\4_73.jpg,datasetSquatHow To Squat Properly featuring Mike Boyle.mp4_0_flipped,4
1805,"130.6478903210117,111.53902450145914","131.5516780155642,106.10129651021401","132.81781979571986,107.17227018482491","132.52472945038912,108.98713369406615","139.33101288910507,108.66347732247083","139.68333535992218,125.29992248297665","141.5736107733463,125.6212533438716","137.68923273346303,148.7828611381323","136.0562226410506,155.7335542315175","132.91573443579767,164.19339737354085","132.58233523832686,165.55721060311285","148.571954036965,169.9334873540856","146.0455526507782,171.20508572470817","135.27699416342412,187.8195981274319","127.26746412937743,185.64741913910507","144.9937986381323,222.91012585116732","143.94797239785993,223.71529973249028",Squat,..\Python\dataset\Squat\How To Squat Properly featuring Mike Boyle.mp4_0_original\0_49.jpg,datasetSquatHow To Squat Properly featuring Mike Boyle.mp4_0_original,0
1798,"132.05196680447472,112.03479906371595","132.15621960116732,107.11307605787938","134.99297786964982,109.36022616731518","131.37989421206225,110.54080283317121","142.5602048881323,110.97650170233463","137.7117582684825,127.43579766536965","142.59713946984436,127.50857247081713","138.59873540856032,154.09656189202335","138.92869953793775,156.42479328793775","131.90760274805447,165.38405885214007","133.4986320525292,165.63530520428017","147.36834265564204,171.38937864785993","147.95944795719845,168.71510214007782","133.7512159533074,187.32637706712063","128.7994133025292,185.83928137159532","144.59286843385215,222.8901234192607","144.06075206712063,224.0422543774319",Squat,..\Python\dataset\Squat\How To Squat Properly featuring Mike Boyle.mp4_0_original\1_55.jpg,datasetSquatHow To Squat Properly featuring Mike Boyle.mp4_0_original,1
1799,"132.84938898346303,111.85131930933852","132.74700571498056,107.17812196011673","135.66257295719845,109.61346364299611","133.34820342898834,110.73506657344358","142.16476167315176,111.25694613326849","137.5440023103113,126.91961788667315","142.87744710603113,127.24154912451363","138.81169443093384,154.43249939202335","138.61771947957197,156.5695221303502","134.15880350194553,166.72344661964982","134.1938837548638,164.84844661964982","147.34627310311285,171.88842108463035","148.24504499027236,169.34048212548637","134.43651203793775,188.36826665856032","129.0371625729572,186.205344114786","144.44578368190662,223.21954036964982","143.96510214007782,223.97157709143968",Squat,..\Python\dataset\Squat\How To Squat Properly featuring Mike Boyle.mp4_0_original\2_61.jpg,datasetSquatHow To Squat Properly featuring Mike Boyle.mp4_0_original,2
1801,"133.1476471303502,111.09784624270428","134.5307028210117,108.18472610651752","135.83187925583658,108.6498358463035","133.34809703307394,109.96944917315176","142.29986928501947,110.69240941147861","137.99045476653697,127.67265017023347","142.27345269941634,127.90968506809338","141.09443397373542,155.96602930447472","136.33104328793775,158.4182575389105","131.03470026750972,143.2872385700389","133.6854632782101,166.15000303988327","154.63857307879377,172.01763132295721","149.2629803015564,171.23832684824902","134.06164883268482,187.30832016050584","128.32835299124514,185.22720087548637","145.14143056906616,224.05573625972764","144.12379924610894,224.34885700389106",Squat,..\Python\dataset\Squat\How To Squat Properly featuring Mike Boyle.mp4_0_original\3_67.jpg,datasetSquatHow To Squat Properly featuring Mike Boyle.mp4_0_original,3
1800,"132.02656857976655,111.95950115515565","130.9176799610895,108.28632660505836","134.84519394455253,109.8687986381323","134.05009727626458,110.62379924610894","140.83271522373542,111.43395093628405","138.60416160019454,128.6340284533074","141.18803197957197,128.70879438229574","141.26424185311285,157.01255471789884","135.2662785749027,159.60169929474708","137.33104328793775,126.03068002188716","133.3801222033074,165.3511673151751","155.91128100680933,172.30290916828795","148.4647373540856,172.83537512159532","134.97040673638134,187.19791160019454","127.78850012159533,185.43646643968873","144.74063715953307,224.23926921206225","144.12329766536965,224.2904304474708",Squat,..\Python\dataset\Squat\How To Squat Properly featuring Mike Boyle.mp4_0_original\4_73.jpg,datasetSquatHow To Squat Properly featuring Mike Boyle.mp4_0_original,4
1802,"119.26963004620623,111.56217321254864","116.84137889105058,108.86090254134241","120.28903210116732,108.37332046449417","113.90283773103113,112.9299002918288","122.34440357490273,110.31782739542801","109.87142053745136,127.09216166099222","115.79518786478599,126.3509545233463","115.7551982003891,159.6977444066148","116.91093901994164,152.22425218871595","123.03588582198444,163.27165916828795","122.34026173394942,162.06319917315176","104.98937560797665,170.16565843871595","109.17785597033074,168.19698443579767","125.4446285262646,189.6713278210117","122.50630015807393,189.51515381809338","108.84672148589495,220.50048638132296","112.39421206225681,220.84870500972764",Squat,..\Python\dataset\Squat\How To Squat Properly featuring Mike Boyle.mp4_1_flipped\0_59.jpg,datasetSquatHow To Squat Properly featuring Mike Boyle.mp4_1_flipped,0
1804,"119.0103964007782,110.6184034533074","116.75763010700389,107.84460876702335","120.69080587305447,108.19398255107004","113.29810615272373,112.18787998540856","123.28061162451363,110.0861502918288","109.30792497568093,127.25384545233463","116.79937530398833,126.72341622081713","115.06231760700389,160.18366974708172","118.27125638375486,156.10923820525292","115.65378009484436,169.64088339007782","122.03572622811284,160.47403939688715","104.01194674124514,171.1267935311284","108.33003252675097,169.21613570038912","126.24751489542801,189.3987566877432","122.84260244406615,189.12995500972764","108.86508238083658,220.67486928501947","111.68754559824903,220.86265807392996",Squat,..\Python\dataset\Squat\How To Squat Properly featuring Mike Boyle.mp4_1_flipped\1_65.jpg,datasetSquatHow To Squat Properly featuring Mike Boyle.mp4_1_flipped,1
1807,"119.01173394941634,110.6100589737354","117.16036144212062,108.31072166828794","120.11312165612841,108.59283803501945","113.48871443336576,112.94683244163424","123.00886125972762,110.68246899319067","109.36046935797665,128.40132538910507","117.03746656128405,127.51003161478599","115.51713734192607,161.18719601167317","117.94673364542801,156.71195586089493","123.59816543044747,162.92521887159532","121.97615971546693,161.7529030885214","104.49515898589495,171.6965740515564","107.9076787451362,169.44921875","127.06349556177042,189.2278848492218","122.73414700875486,188.94578368190662","108.83614269212062,220.55692181420233","111.56238600437743,220.58035931420233",Squat,..\Python\dataset\Squat\How To Squat Properly featuring Mike Boyle.mp4_1_flipped\2_71.jpg,datasetSquatHow To Squat Properly featuring Mike Boyle.mp4_1_flipped,2
1806,"119.58546631809338,112.13898346303502","117.27790612840467,110.0768330496109","119.6556192242218,110.13118616245136","114.38765351410505,113.5149410262646","122.28023163910505,111.72555173881324","110.10204128161479,129.9525170233463","117.40980666342412,129.19990272373542","115.19686284046693,161.83678866731518","117.57678745136187,157.30730179961088","117.47374300826849,171.47546814202335","122.38661995379378,164.0376945525292","105.16222337062257,173.12477200875486","107.88047938959144,170.41009545233464","127.72826483463035,189.24738570038912","122.55625303988327,189.05828976167317","109.25416464007782,220.88728112840468","111.25088916585604,220.65874270428017",Squat,..\Python\dataset\Squat\How To Squat Properly featuring Mike Boyle.mp4_1_flipped\3_77.jpg,datasetSquatHow To Squat Properly featuring Mike Boyle.mp4_1_flipped,3
1809,"120.69754681420234,111.47428258754864","118.79717898832685,109.70223583414398","122.84229085603113,110.00151994163424","112.6223325024319,111.96377979085604","121.8492141901751,111.60752067120623","111.06478751215954,129.1353964007782","116.6413621716926,127.9883876459144","114.7060280885214,161.2241305933852","116.0064901507782,157.68474890564204","112.97198747568093,173.13928745136187","121.30184520914398,159.88699233949416","104.80997689688716,172.72770245622567","107.75721212305447,170.77564141536965","126.63575358706225,189.7938655155642","122.10361442120623,189.35236806906616","108.92480848735408,220.9405094844358","111.61212609435798,220.8870075389105",Squat,..\Python\dataset\Squat\How To Squat Properly featuring Mike Boyle.mp4_1_flipped\4_83.jpg,datasetSquatHow To Squat Properly featuring Mike Boyle.mp4_1_flipped,4
1808,"132.35011855544747,112.5695221303502","133.24512098735408,109.62479480787938","135.07324598735408,110.27124878404669","132.24452821011673,110.84020093628405","141.0874726410506,111.54248236867704","136.2442698200389,127.9950905885214","142.84835542315176,128.02099039396887","137.87892144941634,154.826969844358","139.23401021400778,156.89512402723736","130.3325328307393,147.98024075875486","133.83228964007782,164.25003039883268","146.7140229815175,172.88950024319067","148.21450936284046,169.6954188959144","134.4685372081712,188.47349221789884","130.37822227626458,188.82561709630352","144.66843993190662,224.3039275291829","144.13708353599222,224.35685189688715",Squat,..\Python\dataset\Squat\How To Squat Properly featuring Mike Boyle.mp4_1_original\0_59.jpg,datasetSquatHow To Squat Properly featuring Mike Boyle.mp4_1_original,0
1810,"133.10829584143968,111.31614026021401","134.08774623054475,108.41141780155642","135.77048881322958,108.91301374027238","134.4306906614786,112.94833718385215","142.45049550097278,110.67026386186771","138.28842412451363,127.14459964737354","143.0227231274319,127.71593810797665","139.14858949416342,154.51316269455253","139.09900899805447,156.74645853599222","129.71210785505838,147.9747689688716","134.18395853599222,165.19009910019454","147.08359678988327,171.64691755836577","148.743874635214,169.19985712548637","134.42787876945525,188.06826057879377","129.2258025291829,186.57446194066148","144.95256262159532,223.3658955496109","144.2336606274319,224.88895306420233",Squat,..\Python\dataset\Squat\How To Squat Properly featuring Mike Boyle.mp4_1_original\1_65.jpg,datasetSquatHow To Squat Properly featuring Mike Boyle.mp4_1_original,1
