Nose,Right Eye,Left Eye,Right Ear,Left Ear,Right Shoulder,Left Shoulder,Right Elbow,Left Elbow,Right Wrist,Left Wrist,Right Hip,Left Hip,Right Knee,Left Knee,Right Ankle,Left Ankle,exercise,File Path
"117.71602930447472,96.20839159776264","116.99423942120623,93.47807484192607","121.36762068336576,93.19763041099222","112.84885700389106,94.6153939688716","127.1550872446498,93.2218658803502","112.84149288667315,115.60629711819067","133.48905642023345,113.01349708171206","112.65621960116732,136.22420659046693","134.80293956712063,138.10843263618676","113.44215862110894,147.50489421206225","130.3687226410506,149.3463339007782","127.1003237475681,159.10153210116732","140.30982490272373,158.020640807393","111.09717746838521,187.64896947957197","137.09878100680933,193.6789731274319","146.5787329766537,229.53629620622567","130.22457137645915,223.49385943579767",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_1_original\33.jpg
"120.53221516293775,66.571156067607","119.10845543531128,63.16567743798638","122.52770093628405,65.50077517023347","116.4228249635214,68.28470026750973","130.85179049124514,66.77835451118678","116.35411600194553,92.28496625729572","136.2821467655642,89.91512645914398","114.62417923151752,114.94822318822958","134.2508207684825,119.07961454280156","112.62608675826849,124.10672270184826","117.10627431906615,124.47676769212062","129.2369133025292,141.71256383754863","140.59569552529183,141.9395367217899","131.2659441877432,185.51366427529183","119.2390184216926,186.18605605544747","147.70426495622567,229.7152693336576","146.3576118677043,227.6799002918288",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_1_original\39.jpg
"119.49628374270428,48.35362962062257","118.91919990272373,45.566254255836576","123.07613387645914,45.4643953672179","118.19756201361868,44.13098097033074","130.4816847033074,46.0010563594358","115.9220345938716,73.98819005350195","137.25650535019454,71.01522221546692","115.25154274075875,99.8717017266537","137.83000972762648,100.5483037451362","103.74578976167315,119.69804839494164","134.1755988570039,119.67819035749028","124.88064658317121,130.22961758268482","139.97527054961088,128.9463156614786","116.89545841439688,177.36446680447472","140.99686892023345,180.97928319552528","115.71815722276264,222.86022616731518","146.44693883754863,228.33501033560313",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_1_original\45.jpg
"116.94422574173151,113.01336028696498","116.55324355544747,110.38278210116732","120.66403210116732,110.61493038667315","113.08703945768482,110.43506809338521","125.72388740272373,109.77196315661479","113.10961059095331,128.7402571741245","131.88317728599222,127.8492673881323","116.29065083900778,150.85856943093384","133.31029608463035,148.68006748540856","116.68236259727627,163.5214311770428","130.55135882782102,163.98516536964982","120.931640625,172.2659441877432","136.8390229815175,170.17871473735408","111.59482915856032,193.70488813229574","141.00734131809338,202.65147738326849","116.60387281128405,218.87618555447472","144.5456590466926,228.93286417801556",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_3_original\28.jpg
"118.14132417315176,91.33279122081713","117.53577942607004,88.36722549854086","121.21732125486382,87.62518999270428","114.12015138618678,90.26187074416343","129.43675522859922,89.34463156614787","114.85574233949417,110.54147920719845","134.34812743190662,110.21707046449417","112.21784563472762,133.9354936770428","134.83960055933852,133.73554535505838","113.81061527237354,144.9361320525292","128.98021035992218,147.83598309824902","129.84113570038912,155.35075693093384","139.33373358463035,155.0278453307393","131.15932028210116,189.5269485651751","119.30356274319067,190.15980666342412","147.0811040856031,230.12051617217898","121.26986563715954,223.50226471303503",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_3_original\34.jpg
"117.53115120379377,64.65488205252919","116.71243464250973,61.63079857733463","121.52764773832685,62.189468324416346","116.10404000486382,66.03492825875486","128.93605605544747,62.3457829219358","115.70399896643968,89.39719114785993","136.04281675583658,86.03368190661479","112.95219023589495,111.71967716439688","130.41009545233464,114.79119041828794","106.98943640564202,122.98669291099222","114.106312317607,123.76845969114787","143.36838825389106,138.24618494649806","130.6226744892996,137.24291707198444","131.55918652723736,183.76957684824902","120.6433456955253,184.46016232976655","146.84792983949416,228.48267266536965","146.61056055447472,227.165704036965",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_3_original\40.jpg
"119.15484405398833,45.533051130836576","118.96370379377431,42.452798212548636","123.17407891536965,42.42178760335603","116.58232003891051,45.605768938472764","132.1698686770428,44.36849464980545","116.52591500486382,71.93407253161479","138.2584660749027,69.82845178745136","115.35835663910505,99.12129134241245","137.25766050583658,98.78435068093385","103.95743403453308,121.86052255593385","133.09113570038912,117.54934490515565","125.01492582684826,130.49410262645915","140.142312135214,128.86812986381324","117.2995424975681,177.42590284533074","140.63183973735408,180.84799063715954","115.836781067607,221.86706590466926","146.07114846789884,227.65494285019454",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_3_original\46.jpg
"120.42257417315176,34.217708839980546","119.3087001459144,30.75870736563716","124.30452030642023,31.04406690783074","116.60200328307393,34.23491457928016","132.7481760700389,33.084774744649806","113.76176434824903,60.550663454523345","138.58426556420233,60.1096903878891","113.54861533317121,94.33501033560312","139.94671084630352,93.57401355787938","103.9618874635214,125.03373510457199","140.36373723249028,117.28641780155642","121.62187651994164,123.13133815661479","136.6413849708171,122.55325875486382","118.24588095817121,175.5562226410506","137.61923942120623,178.84996656128405","114.44957593628405,220.491032344358","144.63232611867704,227.92246777723736",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_3_original\52.jpg
"135.5533651507782,90.4362080496109","131.18414092898834,87.40623480058366","138.00645975194553,87.73613053258755","124.36987019698444,90.17384332441634","143.39082259241246,89.21295902237354","119.13172574173151,110.808016172179","140.73338703793775,114.74002158317121","116.0364482003891,138.2322926799611","140.20350498540856,139.967062864786","128.81379195038912,138.05303076361866","145.49227869649806,142.6287998540856","113.29712579036965,156.2100103356031","129.65643239299612,157.32385396400778","142.02635578793775,187.42135821984436","118.88208292801556,187.71259423638134","130.55096364299612,224.50145914396887","106.24178471546693,231.57756262159535",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_3_flipped\34.jpg
"136.32414275291828,113.58273042315176","132.69712123054475,110.08555751459144","137.86749148832686,109.87033377918289","124.42179140321012,111.49092594844358","141.25782769941634,110.70143026507782","122.48572774805447,129.4712883025292","139.90220695525292,129.97911600194553","118.24305386673151,152.40583961575877","142.10218567607004,153.8306329036965","123.93376854328794,163.78428988326849","142.43221060311285,162.24574416342412","115.54540065661479,169.48420780642024","135.5693093385214,171.1370379377432","113.59909259484436,200.62715831712063","139.74565296692606,197.05116123540856","108.5995029790856,227.84210846303503","137.6074446741245,222.5207928015564",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_3_flipped\28.jpg
"133.24264348249028,66.39941026264592","130.403985286965,62.61963460603113","134.82648346303503,62.539362688472764","123.63973583414398,65.78939688715954","139.42844114785993,65.35385001215954","117.76155915612841,86.80648863083658","138.05145002431908,90.75740971546692","118.57783621108949,115.22462457441634","142.00387585116732,117.12116974708171","127.48802285992218,121.41313533560312","140.36934581712063,124.33951696254864","114.32742582684826,139.80163241731518","127.36593354815176,139.68421692607004","130.0181329036965,183.51641536964982","128.31365515564204,183.38480362354085","107.02101319309338,226.7364877188716","128.43680082684824,223.70827760214007",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_3_flipped\40.jpg
"133.24793287937743,32.51831149683852","129.6575115515564,28.862678973127434","133.48835724708172,29.873056374635215","120.72112870865759,31.38023619892996","139.05521947957197,33.519440053501945","116.1590998905642,59.01270291220817","141.1077942607004,61.080902693336576","115.69319218142023,90.8361502918288","139.49962001459144,94.2273528696498","112.22321862840467,117.5538971303502","146.87123054474708,120.50115515564202","118.78480666342412,122.25168713521401","133.30663302529183,123.64029821254864","116.43746960116732,177.80686101653697","137.55258998054475,173.51492582684824","110.19328337791829,228.57011490758754","139.44885396400778,225.37355605544747",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_3_flipped\52.jpg
"133.73005836575877,46.37687712791829","130.11533317120623,43.59983736624514","137.51165795233464,44.128203276994164","122.43252979085604,46.32982733463035","137.28220756322958,45.51830769698444","118.5590953307393,68.62072896400778","138.5403240515564,70.70571650048639","118.95332259241245,99.04510426799611","140.14427285992218,97.5333627188716","128.529030885214,121.77840770914398","147.2023042315175,119.01399866245136","115.20508572470817,128.5990849951362","131.6268999270428,129.4333049610895","115.58141567363813,179.19060068093384","138.9004134241245,176.3480818336576","118.98972519455253,222.83668227140078","135.19978112840468,221.7638010700389",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_3_flipped\46.jpg
"135.57900656614785,97.7866609922179","131.61936101653697,94.7338202213035","137.86974100194553,95.32776021400778","125.65108979815176,93.72733767023347","142.55541707198444,96.99010517996109","122.01068518968872,115.92754438229572","145.1498662451362,120.43655763618678","123.13918105544747,144.33162086575877","144.9250212791829,144.51950085116732","130.85461758268482,145.0654030885214","145.14851349708172,141.27492704280155","113.85650231031128,159.67383572470817","132.11305325875486,162.373890442607","114.79027085359922,194.70710724708172","142.37799428501947,190.6357915856031","109.8693002188716,230.80871534533074","137.1346060311284,222.75717412451363",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_4_flipped\163.jpg
"134.9517570525292,73.94703003404669","131.35244406614785,71.21842321254864","137.2708535992218,72.06810858463035","125.15051982003891,74.25698413180935","142.9311922422179,74.48746808122569","120.4674808487354,95.86542436770428","138.33949416342412,100.32618707441634","121.05100924124514,131.46943397373542","141.49563776750972,131.75837487840468","144.70002431906616,134.13456043287937","147.32373236867704,134.02459265564204","115.18506809338521,150.26146035992218","127.2643026507782,149.02170476653697","141.28611381322958,184.27664457684824","133.10771826361866,187.91125060797665","130.24726410505838,225.853249635214","108.43000668774319,233.08724464980546",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_4_flipped\169.jpg
"131.5981578307393,58.49365044382296","128.99316026264592,56.03724996960117","135.55222519455253,56.08291281614786","124.67433730544747,57.71455116123541","138.53904730058366,58.16555204280156","117.32022130350195,81.71582411235408","137.66350012159532,83.77661417801556","117.81221881079767,113.05002887889106","140.6312013618677,113.17133542071984","143.86857064688715,139.04097762645915","147.6331316877432,135.37154973249028","114.53941968628405,138.32280520428014","130.58067850194553,138.8883298881323","132.856578307393,184.2937287208171","130.2351349708171,183.64480483949416","128.0851775291829,224.8980423151751","123.53200997081713,224.12238570038912",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_4_flipped\175.jpg
"132.56060007295721,34.37728751215953","130.34765625,30.297380380593385","135.3279122081712,31.23864603599222","121.09545993433852,32.80306876215953","138.15737475680933,35.33638968263619","115.38937864785993,60.075993281857976","138.55254438229574,60.6810060493677","111.05381353356032,92.07193883754864","138.77305751459144,94.31625425583658","110.23243707441634,129.95975194552528","144.7837275048638,128.75642935311285","117.41504286235408,125.65555082684826","132.66663120136187,127.07012250729572","119.0085268725681,182.24104754377433","136.5064445525292,178.2074568336576","107.37006778939688,226.5915612840467","131.9537785749027,223.4937986381323",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_4_flipped\187.jpg
